"Gene","peptide_cnts_control","peptide_cnts_test","log10p","fdr","lfc","contrast","raw_lfc","norm_lfc","test_overlap","DESCRIPTION"
"RTN2",0,9,-2.37942980136955,0.0702813846628976,6.41080614629545,"YBR_vs_Control",Inf,Inf,1,"Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Sec6p, Yip3p, and Sbh1p; less abundant than RTN1; member of RTNLA (reticulon-like A) subfamily; protein increases in abundance and relocalizes to plasma membrane upon DNA replication stress"
"STT3",0,9,-2.37942980136955,0.0702813846628976,6.41080614629545,"YBR_vs_Control",Inf,Inf,0,"Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis"
"ARO1",0,8,-2.14005670676966,0.0920040623786229,6.24299911960962,"YBR_vs_Control",Inf,Inf,0,"Pentafunctional arom protein; catalyzes steps 2 through 6 in the biosynthesis of chorismate, which is a precursor to aromatic amino acids"
"ATP4",0,8,-2.14005670676966,0.0920040623786229,6.24299911960962,"YBR_vs_Control",Inf,Inf,1,"Subunit b of the stator stalk of mitochondrial F1F0 ATP synthase; ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; contributes to the oligomerization of the complex, which in turn determines the shape of inner membrane cristae; phosphorylated"
"BGL2",0,8,-2.14005670676966,0.0920040623786229,6.24299911960962,"YBR_vs_Control",Inf,Inf,1,"Endo-beta-1,3-glucanase; major protein of the cell wall, involved in cell wall maintenance; involved in incorporation of newly synthesized mannoprotein molecules into the cell wall"
"LOS1",0,8,-2.14005670676966,0.0920040623786229,6.24299911960962,"YBR_vs_Control",Inf,Inf,0,"Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan, as does exclusion of Los1p from the nucleus in response to caloric restriction"
"MTR10",0,8,-2.14005670676966,0.0920040623786229,6.24299911960962,"YBR_vs_Control",Inf,Inf,0,"Nuclear import receptor; mediates the nuclear localization of proteins involved in mRNA-nucleus export; promotes dissociation of mRNAs from the nucleus-cytoplasm mRNA shuttling protein Npl3p; required for retrograde import of mature tRNAs; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress"
"PMR1",0,8,-2.14005670676966,0.0920040623786229,6.24299911960962,"YBR_vs_Control",Inf,Inf,0,"High affinity Ca2+/Mn2+ P-type ATPase; required for Ca2+ and Mn2+ transport into Golgi; involved in Ca2+ dependent protein sorting, processing; D53A mutant (Mn2+ transporting) is rapamycin sensitive, Q783A mutant (Ca2+ transporting) is rapamycin resistant; Mn2+ transport into Golgi lumen required for rapamycin sensitivity; mutations in human homolog ATP2C1 cause acantholytic skin condition Hailey-Hailey disease; human ATP2C1 can complement yeast null mutant"
"RIX7",0,8,-2.14005670676966,0.0920040623786229,6.24299911960962,"YBR_vs_Control",Inf,Inf,0,"Putative ATPase of the AAA family; required for export of pre-ribosomal large subunits from the nucleus; distributed between the nucleolus, nucleoplasm, and nuclear periphery depending on growth conditions"
"SAR1",0,8,-2.14005670676966,0.0920040623786229,6.24299911960962,"YBR_vs_Control",Inf,Inf,1,"ARF family GTPase; component of the COPII vesicle coat; required for transport vesicle formation during ER to Golgi protein transport; lowers membrane rigidity aiding vesicle formation; localizes to ER-mitochondrial contact sites where it enhances membrane curvature, thereby reducing contact size via its N-terminal amphipathic helix; regulates mitochondrial fission and fusion dynamics"
"SPF1",0,8,-2.14005670676966,0.0920040623786229,6.24299911960962,"YBR_vs_Control",Inf,Inf,0,"P-type ATPase, ion transporter of the ER membrane; required to maintain normal lipid composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1"
"SXM1",0,8,-2.14005670676966,0.0920040623786229,6.24299911960962,"YBR_vs_Control",Inf,Inf,1,"Nuclear transport factor (karyopherin); involved in protein transport between the cytoplasm and nucleoplasm; similar to Nmd5p, Cse1p, Lph2p, and the human cellular apoptosis susceptibility protein, CAS1"
"KAP123",1,57,-10.8953194669383,9.21338245085699e-09,6.06036001013929,"YBR_vs_Control",5.83289001416474,6.200364949286,1,"Karyopherin beta; mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore, nucleus, and cytoplasm; exhibits genetic interactions with RAI1"
"CCC1",0,7,-1.89514265308461,0.133581655785563,6.05307259122452,"YBR_vs_Control",Inf,Inf,1,"Vacuolar Fe2+/Mn2+ transporter; suppresses respiratory deficit of yfh1 mutants, which lack the ortholog of mammalian frataxin, by preventing mitochondrial iron accumulation; relative distribution to the vacuole decreases upon DNA replication stress"
"FCY2",0,7,-1.89514265308461,0.133581655785563,6.05307259122452,"YBR_vs_Control",Inf,Inf,0,"Purine-cytosine permease; mediates purine (adenine, guanine, and hypoxanthine) and cytosine accumulation; relative distribution to the vacuole increases upon DNA replication stress"
"GET4",0,7,-1.89514265308461,0.133581655785563,6.05307259122452,"YBR_vs_Control",Inf,Inf,1,"Protein involved in inserting tail-anchored proteins into ER membranes; forms a complex with Mdy2p; highly conserved across species and homologous to human gene C7orf20"
"GRX7",0,7,-1.89514265308461,0.133581655785563,6.05307259122452,"YBR_vs_Control",Inf,Inf,1,"Cis-golgi localized monothiol glutaredoxin; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; does not bind metal ions; GRX7 has a paralog, GRX6, that arose from the whole genome duplication"
"NUP188",0,7,-1.89514265308461,0.133581655785563,6.05307259122452,"YBR_vs_Control",Inf,Inf,1,"Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188"
"APS3",0,6,-1.64441777573202,0.193153180957581,5.83429695227386,"YBR_vs_Control",Inf,Inf,1,"Small subunit of the clathrin-associated adaptor complex AP-3; involved in vacuolar protein sorting; related to the sigma subunit of the mammalian clathrin AP-3 complex; suppressor of loss of casein kinase 1 function; protein abundance increases in response to DNA replication stress"
"COS2",0,6,-1.64441777573202,0.193153180957581,5.83429695227386,"YBR_vs_Control",Inf,Inf,1,"Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins"
"COS2",0,6,-1.64441777573202,0.193153180957581,5.83429695227386,"YBR_vs_Control",Inf,Inf,1,"Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins"
"GPN3",0,6,-1.64441777573202,0.193153180957581,5.83429695227386,"YBR_vs_Control",Inf,Inf,1,"Putative GTPase with a role in biogenesis of RNA pol II and polIII; may be involved in assembly of RNA polymerases II and III and in their transport into the nucleus; may have a role in sister chromatid cohesion; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; contains a Gly-Pro-Asn motif in the G domain; similar to Npa3p and Gpn2p"
"HLJ1",0,6,-1.64441777573202,0.193153180957581,5.83429695227386,"YBR_vs_Control",Inf,Inf,0,"Co-chaperone for Hsp40p; anchored in the ER membrane; with its homolog Ydj1p promotes ER-associated protein degradation (ERAD) of integral membrane substrates; similar to E. coli DnaJ"
"HVG1",0,6,-1.64441777573202,0.193153180957581,5.83429695227386,"YBR_vs_Control",Inf,Inf,1,"Protein of unknown function; HVG1 has a paralog, VRG4, that arose from the whole genome duplication"
"NSG1",0,6,-1.64441777573202,0.193153180957581,5.83429695227386,"YBR_vs_Control",Inf,Inf,1,"Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; forms foci at the nuclear periphery upon DNA replication stress; relocalizes to the cytosol in response to hypoxia; homolog of mammalian INSIG proteins; NSG1 has a paralog, NSG2, that arose from the whole genome duplication"
"SEC28",0,6,-1.64441777573202,0.193153180957581,5.83429695227386,"YBR_vs_Control",Inf,Inf,0,"Epsilon-COP subunit of the coatomer; regulates retrograde Golgi-to-ER protein traffic; stabilizes Cop1p, the alpha-COP and the coatomer complex; non-essential for cell growth; protein abundance increases in response to DNA replication stress"
"SMF3",0,6,-1.64441777573202,0.193153180957581,5.83429695227386,"YBR_vs_Control",Inf,Inf,1,"Putative divalent metal ion transporter involved in iron homeostasis; transcriptionally regulated by metal ions; member of the Nramp family of metal transport proteins; protein abundance increases in response to DNA replication stress"
"TOM40",0,6,-1.64441777573202,0.193153180957581,5.83429695227386,"YBR_vs_Control",Inf,Inf,0,"Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; constitutes the core element of the protein conducting pore; pre-Tom40p is phosphorylated by PKA, which impairs its import into mitochondria under non-respiratory conditions"
"YJR015W",0,6,-1.64441777573202,0.193153180957581,5.83429695227386,"YBR_vs_Control",Inf,Inf,0,"Putative protein of unknown function; localizes to endoplasmic reticulum and cytoplasm; predicted to encode a membrane transporter based on phylogenetic analysis; not an essential gene; YJR015W has a paralog, SNG1, that arose from the whole genome duplication"
"ALG9",0,5,-1.38759144256009,0.269621449078618,5.5763108571919,"YBR_vs_Control",Inf,Inf,0,"Mannosyltransferase, involved in N-linked glycosylation; catalyzes the transfer of both the seventh mannose residue on B-arm and ninth mannose residue on the C-arm from Dol-P-Man to lipid-linked oligosaccharides; human homolog ALG9 can complement yeast null mutant; mutation of human homolog causes type 1 congenital disorders of glycosylation"
"GEA1",0,5,-1.38759144256009,0.269621449078618,5.5763108571919,"YBR_vs_Control",Inf,Inf,0,"Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER, Golgi organization, and actin cytoskeleton organization; GEA1 has a paralog, GEA2, that arose from the whole genome duplication"
"PRT1",0,5,-1.38759144256009,0.269621449078618,5.5763108571919,"YBR_vs_Control",Inf,Inf,0,"eIF3b subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; essential for translation; part of a subcomplex (Prt1p-Rpg1p-Nip1p) that stimulates binding of mRNA and tRNA(i)Met to ribosomes; eIF3 is also involved in programmed stop codon readthrough"
"RMT2",0,5,-1.38759144256009,0.269621449078618,5.5763108571919,"YBR_vs_Control",Inf,Inf,0,"Arginine N5 methyltransferase; methylates ribosomal protein Rpl12 (L12) on Arg67; relative distribution to the nucleus increases upon DNA replication stress"
"RPC19",0,5,-1.38759144256009,0.269621449078618,5.5763108571919,"YBR_vs_Control",Inf,Inf,0,"RNA polymerase subunit AC19; common to RNA polymerases I and III"
"RPT4",0,5,-1.38759144256009,0.269621449078618,5.5763108571919,"YBR_vs_Control",Inf,Inf,0,"ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in degradation of ubiquitinated substrates; contributes preferentially to ERAD; required for spindle pole body duplication; mainly nuclear localization"
"TOM71",0,5,-1.38759144256009,0.269621449078618,5.5763108571919,"YBR_vs_Control",Inf,Inf,0,"Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog, TOM70, that arose from the whole genome duplication"
"TPO3",0,5,-1.38759144256009,0.269621449078618,5.5763108571919,"YBR_vs_Control",Inf,Inf,0,"Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog, TPO2, that arose from the whole genome duplication"
"APL5",0,4,-0.8543542458615,0.55937846836848,5.26192225999966,"YBR_vs_Control",Inf,Inf,0,"Delta adaptin-like subunit of the clathrin associated protein complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; suppressor of loss of casein kinase 1 function; the clathrin associated protein complex is also known as AP-3"
"ERV46",0,4,-0.8543542458615,0.55937846836848,5.26192225999966,"YBR_vs_Control",Inf,Inf,0,"Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport"
"GDT1",0,4,-0.8543542458615,0.55937846836848,5.26192225999966,"YBR_vs_Control",Inf,Inf,1,"Calcium transporter localized to the cis- and medial-Golgi apparatus; required for protein glycosylation; GFP-fusion protein localizes to the vacuole; TMEM165, a human gene which causes Congenital Disorders of Glycosylation is orthologous and functionally complements the null allele; expression pattern and physical interactions suggest a possible role in ribosome biogenesis; expression reduced in a gcr1 null mutant"
"NSG2",0,4,-0.8543542458615,0.55937846836848,5.26192225999966,"YBR_vs_Control",Inf,Inf,0,"Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; homolog of mammalian INSIG proteins; NSG2 has a paralog, NSG1, that arose from the whole genome duplication"
"NUP192",0,4,-0.8543542458615,0.55937846836848,5.26192225999966,"YBR_vs_Control",Inf,Inf,0,"Essential subunit of inner ring of nuclear pore complex (NPC); plays a role in modulating transport through the NPC; homologous to human NUP205"
"POM34",0,4,-0.8543542458615,0.55937846836848,5.26192225999966,"YBR_vs_Control",Inf,Inf,0,"Subunit of the transmembrane ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis and spindle pole body duplication"
"RPO21",0,4,-0.8543542458615,0.55937846836848,5.26192225999966,"YBR_vs_Control",Inf,Inf,0,"RNA polymerase II largest subunit B220; part of central core; phosphorylation of C-terminal heptapeptide repeat domain regulates association with transcription and splicing factors; similar to bacterial beta-prime"
"SEC5",0,4,-0.8543542458615,0.55937846836848,5.26192225999966,"YBR_vs_Control",Inf,Inf,1,"Essential 107kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; involved in assembly of the exocyst complex; required with Sec3p for ER inheritance where it promotes anchoring of the cortical ER at the bud tip"
"SEC63",0,4,-0.8543542458615,0.55937846836848,5.26192225999966,"YBR_vs_Control",Inf,Inf,0,"Essential subunit of Sec63 complex; with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; other members are Sec62p, Sec66p, and Sec72p"
"STT4",0,4,-0.8543542458615,0.55937846836848,5.26192225999966,"YBR_vs_Control",Inf,Inf,0,"Phosphatidylinositol-4-kinase; functions in the Pkc1p protein kinase pathway; required for normal vacuole morphology, cell wall integrity, and actin cytoskeleton organization"
"YPP1",0,4,-0.8543542458615,0.55937846836848,5.26192225999966,"YBR_vs_Control",Inf,Inf,0,"Cargo-transport protein involved in endocytosis; interacts with phosphatidylinositol-4-kinase Stt4p; is required, along with Efr3p, for the assembly and recruitment of multiple copies of the kinase into phosphoinositide kinase (PIK) patches at the plasma membrane; positively regulates Stt4p; GFP-fusion protein localizes to the cytoplasm; YGR198W is an essential gene"
"YOL098C",0,4,-0.8543542458615,0.55937846836848,5.26192225999966,"YBR_vs_Control",Inf,Inf,0,"Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P"
"ATP7",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,1,"Subunit d of the stator stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis"
"CCT7",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo; mutant has increased aneuploidy tolerance"
"CEX1",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Component of nuclear aminoacylation-dependent tRNA export pathway; cytoplasmic; interacts with nuclear pore component Nup116p; copurifies with tRNA export receptors Los1p and Msn5p, as well as eIF-1a; required for activation of RAN GTPase Gsp1p and dissociation of receptor-tRNA-Gsp1p export complex; recruits Rna1p from cytoplasm to NPC, facilitates Rna1p activation of Gsp1p GTPase activity by enabling Rna1p to gain access to Gsp1p-GTP bound to export receptor tRNA complex"
"COQ10",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Coenzyme Q (ubiquinone) binding protein; functions in the delivery of Q<sub>6</sub> to its proper location for electron transport during respiration; START domain protein with homologs in bacteria and eukaryotes; respiratory growth defect of the null mutant is functionally complemented by human COQ10A"
"CRM1",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Major karyopherin; involved in export of proteins, RNAs, and ribosomal subunits from the nucleus; exportin"
"ERG2",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"C-8 sterol isomerase; catalyzes isomerization of delta-8 double bond to delta-7 position at an intermediate step in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutation is functionally complemented by human EBP"
"ISC1",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Inositol phosphosphingolipid phospholipase C; mitochondrial membrane localized; hydrolyzes complex sphingolipids to produce ceramide; activates genes required for non-fermentable carbon source metabolism during diauxic shift; activated by phosphatidylserine, cardiolipin, and phosphatidylglycerol; mediates Na+ and Li+ halotolerance; ortholog of mammalian neutral sphingomyelinase type 2"
"KAP95",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Karyopherin beta; forms a complex with Srp1p/Kap60p; interacts with nucleoporins to mediate nuclear import of NLS-containing cargo proteins via the nuclear pore complex; regulates PC biosynthesis; GDP-to-GTP exchange factor for Gsp1p"
"MET18",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Component of cytosolic iron-sulfur protein assembly (CIA) machinery; acts at a late step of Fe-S cluster assembly; forms the CIA targeting complex with Cia1p and Cia2p that directs Fe-S cluster incorporation into a subset of proteins involved in methionine biosynthesis, DNA replication and repair, transcription, and telomere maintenance; ortholog of human MMS19"
"NUP120",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery, including double-strand break repair, transcription and chromatin silencing; homologous to human NUP160"
"PEA2",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Coiled-coil 12S polarisome subunit; required for polarity establishment, apical bud growth, shmoo formation, filamentous differentiation; involved in Bni1p localization at sites of polarized growth, controlling polarized assembly of actin cables; role in apical growth affects diploid-specific bipolar bud site selection; retains Slt2p at bud tip to regulate ER inheritance; role in Ca2+ influx, cell fusion; S288C allele encoding Leu409 rather than Met linked with non-invasion"
"PGA3",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Putative cytochrome b5 reductase, localized to the plasma membrane; may be involved in regulation of lifespan; required for maturation of Gas1p and Pho8p, proposed to be involved in protein trafficking; PGA3 has a paralog, AIM33, that arose from the whole genome duplication"
"POP2",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"RNase of the DEDD superfamily; subunit of the Ccr4-Not complex that mediates 3' to 5' mRNA deadenylation"
"RPN5",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Subunit of the CSN and 26S proteasome lid complexes; similar to mammalian p55 subunit and to another S. cerevisiae regulatory subunit, Rpn7p; Rpn5p is an essential protein; the COP9 signalosome is also known as the CSN"
"RPN7",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Essential non-ATPase regulatory subunit of the 26S proteasome; similar to another S. cerevisiae regulatory subunit, Rpn5p, as well as to mammalian proteasome subunits"
"SEC15",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Essential 113 kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis prior to SNARE-mediated fusion; interacts with and functions as a downstream effector of active, GTP-bound Sec4p, a Rab family GTPase"
"SHE10",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Protein involved in outer spore wall assembly; likely involved directly in dityrosine layer assembly; putative GPI-anchored protein; overexpression causes growth arrest;; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; SHE10 has a paralog, OSW7/YFR039C, that arose from the whole genome duplication; paralogs are redundant for spore wall dityrosine assembly"
"TYR1",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Prephenate dehydrogenase involved in tyrosine biosynthesis; expression is dependent on phenylalanine levels"
"YBR287W",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,1,"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER; YBR287W is not an essential gene"
"YKL100C",0,3,-0.57723640760293,0.728749163304593,4.85936368730367,"YBR_vs_Control",Inf,Inf,0,"Intramembrane aspartyl protease of the perinuclear ER membrane; acts in a branch of ER-associated degradation (ERAD) that degrades functional proteins rather than misfolded proteins; regulates abundance of high-affinity plasma membrane transporters, such as Ctr1p and Zrt1p, during the starvation response; has a presenilin fold; member of the GxGD family of intramembrane proteases; closest human homolog is signal peptide peptidase (SPP)"
"MKT1",1,20,-3.96020660970635,0.00610363569508359,4.55439195713202,"YBR_vs_Control",4.32192809488736,4.68940303000862,0,"Protein similar to nucleases that forms a complex with Pbp1p; complex may mediate posttranscriptional regulation of HO; involved in propagation of M2 dsRNA satellite of L-A virus; allelic variation affects mitochondrial genome stability, drug resistance, and more; forms cytoplasmic foci upon DNA replication stress; localization to P-bodies under ethanol stress differs between strains"
